City,Beach,Date,Enterococcus
SÃO SEBASTIÃO,PORTO GRANDE,2016-04-10,3
SÃO SEBASTIÃO,PORTO GRANDE,2016-04-17,8
SÃO SEBASTIÃO,PORTO GRANDE,2016-04-24,4
SÃO SEBASTIÃO,PORTO GRANDE,2016-05-01,55
SÃO SEBASTIÃO,PORTO GRANDE,2016-05-08,3
SÃO SEBASTIÃO,PORTO GRANDE,2016-05-15,8
SÃO SEBASTIÃO,PORTO GRANDE,2016-05-22,108
SÃO SEBASTIÃO,PORTO GRANDE,2016-05-29,3
SÃO SEBASTIÃO,PORTO GRANDE,2016-06-05,144
SÃO SEBASTIÃO,PORTO GRANDE,2016-06-12,2
SÃO SEBASTIÃO,PORTO GRANDE,2016-06-19,3
SÃO SEBASTIÃO,PORTO GRANDE,2016-06-26,5
SÃO SEBASTIÃO,PORTO GRANDE,2016-07-03,16
SÃO SEBASTIÃO,PORTO GRANDE,2016-07-10,69
SÃO SEBASTIÃO,PORTO GRANDE,2016-07-17,54
SÃO SEBASTIÃO,PORTO GRANDE,2016-07-24,1
SÃO SEBASTIÃO,PORTO GRANDE,2016-07-31,7
SÃO SEBASTIÃO,PORTO GRANDE,2016-08-07,15
SÃO SEBASTIÃO,PORTO GRANDE,2016-08-14,6
SÃO SEBASTIÃO,PORTO GRANDE,2016-08-21,980
SÃO SEBASTIÃO,PORTO GRANDE,2016-08-28,23
SÃO SEBASTIÃO,PORTO GRANDE,2016-09-04,2
SÃO SEBASTIÃO,PORTO GRANDE,2016-09-11,2
SÃO SEBASTIÃO,PORTO GRANDE,2016-09-18,54
SÃO SEBASTIÃO,PORTO GRANDE,2016-09-25,120
SÃO SEBASTIÃO,PORTO GRANDE,2016-10-02,2
SÃO SEBASTIÃO,PORTO GRANDE,2016-10-09,9
SÃO SEBASTIÃO,PORTO GRANDE,2016-10-16,20
SÃO SEBASTIÃO,PORTO GRANDE,2016-10-23,18
SÃO SEBASTIÃO,PORTO GRANDE,2016-10-30,75
SÃO SEBASTIÃO,PORTO GRANDE,2016-11-06,10
SÃO SEBASTIÃO,PORTO GRANDE,2016-11-13,800
SÃO SEBASTIÃO,PORTO GRANDE,2016-11-20,66
SÃO SEBASTIÃO,PORTO GRANDE,2016-11-27,14
SÃO SEBASTIÃO,PORTO GRANDE,2016-12-04,12
SÃO SEBASTIÃO,PORTO GRANDE,2016-12-11,2
SÃO SEBASTIÃO,PORTO GRANDE,2016-12-18,1
SÃO SEBASTIÃO,PORTO GRANDE,2016-12-25,11
SÃO SEBASTIÃO,PRETA DO NORTE,2016-01-03,31
SÃO SEBASTIÃO,PRETA DO NORTE,2016-01-10,17
SÃO SEBASTIÃO,PRETA DO NORTE,2016-01-17,56
SÃO SEBASTIÃO,PRETA DO NORTE,2016-01-24,7
SÃO SEBASTIÃO,PRETA DO NORTE,2016-01-31,48
SÃO SEBASTIÃO,PRETA DO NORTE,2016-02-07,61
SÃO SEBASTIÃO,PRETA DO NORTE,2016-02-14,1
SÃO SEBASTIÃO,PRETA DO NORTE,2016-02-21,184
SÃO SEBASTIÃO,PRETA DO NORTE,2016-02-28,1
SÃO SEBASTIÃO,PRETA DO NORTE,2016-03-06,10
SÃO SEBASTIÃO,PRETA DO NORTE,2016-03-13,36
SÃO SEBASTIÃO,PRETA DO NORTE,2016-03-20,1
SÃO SEBASTIÃO,PRETA DO NORTE,2016-03-27,104
SÃO SEBASTIÃO,PRETA DO NORTE,2016-04-03,2
SÃO SEBASTIÃO,PRETA DO NORTE,2016-04-10,12
SÃO SEBASTIÃO,PRETA DO NORTE,2016-04-17,2
SÃO SEBASTIÃO,PRETA DO NORTE,2016-04-24,29
SÃO SEBASTIÃO,PRETA DO NORTE,2016-05-01,144
SÃO SEBASTIÃO,PRETA DO NORTE,2016-05-08,1
SÃO SEBASTIÃO,PRETA DO NORTE,2016-05-15,9
SÃO SEBASTIÃO,PRETA DO NORTE,2016-05-22,284
SÃO SEBASTIÃO,PRETA DO NORTE,2016-05-29,15
SÃO SEBASTIÃO,PRETA DO NORTE,2016-06-05,120
SÃO SEBASTIÃO,PRETA DO NORTE,2016-06-12,18
SÃO SEBASTIÃO,PRETA DO NORTE,2016-06-19,9
SÃO SEBASTIÃO,PRETA DO NORTE,2016-06-26,4
SÃO SEBASTIÃO,PRETA DO NORTE,2016-07-03,14
SÃO SEBASTIÃO,PRETA DO NORTE,2016-07-10,1
SÃO SEBASTIÃO,PRETA DO NORTE,2016-07-17,66
SÃO SEBASTIÃO,PRETA DO NORTE,2016-07-24,71
SÃO SEBASTIÃO,PRETA DO NORTE,2016-07-31,5
SÃO SEBASTIÃO,PRETA DO NORTE,2016-08-07,83
SÃO SEBASTIÃO,PRETA DO NORTE,2016-08-14,7
SÃO SEBASTIÃO,PRETA DO NORTE,2016-08-21,1120
SÃO SEBASTIÃO,PRETA DO NORTE,2016-08-28,5
SÃO SEBASTIÃO,PRETA DO NORTE,2016-09-04,4
SÃO SEBASTIÃO,PRETA DO NORTE,2016-09-11,23
SÃO SEBASTIÃO,PRETA DO NORTE,2016-09-18,61
SÃO SEBASTIÃO,PRETA DO NORTE,2016-09-25,96
SÃO SEBASTIÃO,PRETA DO NORTE,2016-10-02,1
SÃO SEBASTIÃO,PRETA DO NORTE,2016-10-09,5
SÃO SEBASTIÃO,PRETA DO NORTE,2016-10-16,5
SÃO SEBASTIÃO,PRETA DO NORTE,2016-10-23,7
SÃO SEBASTIÃO,PRETA DO NORTE,2016-10-30,30
SÃO SEBASTIÃO,PRETA DO NORTE,2016-11-06,2
SÃO SEBASTIÃO,PRETA DO NORTE,2016-11-13,132
SÃO SEBASTIÃO,PRETA DO NORTE,2016-11-20,19
SÃO SEBASTIÃO,PRETA DO NORTE,2016-11-27,3
SÃO SEBASTIÃO,PRETA DO NORTE,2016-12-04,116
SÃO SEBASTIÃO,PRETA DO NORTE,2016-12-11,5
SÃO SEBASTIÃO,PRETA DO NORTE,2016-12-18,5
SÃO SEBASTIÃO,PRETA DO NORTE,2016-12-25,112
SÃO SEBASTIÃO,GRANDE,2016-01-03,10
SÃO SEBASTIÃO,GRANDE,2016-01-10,13
SÃO SEBASTIÃO,GRANDE,2016-01-17,32
SÃO SEBASTIÃO,GRANDE,2016-01-24,26
SÃO SEBASTIÃO,GRANDE,2016-01-31,29
SÃO SEBASTIÃO,GRANDE,2016-02-07,58
SÃO SEBASTIÃO,GRANDE,2016-02-14,13
SÃO SEBASTIÃO,GRANDE,2016-02-21,28
SÃO SEBASTIÃO,GRANDE,2016-02-28,21
SÃO SEBASTIÃO,GRANDE,2016-03-06,7
SÃO SEBASTIÃO,GRANDE,2016-03-13,30
SÃO SEBASTIÃO,GRANDE,2016-03-20,18
SÃO SEBASTIÃO,GRANDE,2016-03-27,1
SÃO SEBASTIÃO,GRANDE,2016-04-03,4
SÃO SEBASTIÃO,GRANDE,2016-04-10,33
SÃO SEBASTIÃO,GRANDE,2016-04-17,1
SÃO SEBASTIÃO,GRANDE,2016-04-24,18
SÃO SEBASTIÃO,GRANDE,2016-05-01,13
SÃO SEBASTIÃO,GRANDE,2016-05-08,2
SÃO SEBASTIÃO,GRANDE,2016-05-15,1
SÃO SEBASTIÃO,GRANDE,2016-05-22,2
SÃO SEBASTIÃO,GRANDE,2016-05-29,1
SÃO SEBASTIÃO,GRANDE,2016-06-05,19
SÃO SEBASTIÃO,GRANDE,2016-06-12,11
SÃO SEBASTIÃO,GRANDE,2016-06-19,5
SÃO SEBASTIÃO,GRANDE,2016-06-26,1
SÃO SEBASTIÃO,GRANDE,2016-07-03,3
SÃO SEBASTIÃO,GRANDE,2016-07-10,2
SÃO SEBASTIÃO,GRANDE,2016-07-17,18
SÃO SEBASTIÃO,GRANDE,2016-07-24,2
SÃO SEBASTIÃO,GRANDE,2016-07-31,1
SÃO SEBASTIÃO,GRANDE,2016-08-07,1
SÃO SEBASTIÃO,GRANDE,2016-08-14,8
SÃO SEBASTIÃO,GRANDE,2016-08-21,36
SÃO SEBASTIÃO,GRANDE,2016-08-28,1
SÃO SEBASTIÃO,GRANDE,2016-09-04,4
SÃO SEBASTIÃO,GRANDE,2016-09-11,9
SÃO SEBASTIÃO,GRANDE,2016-09-18,12
SÃO SEBASTIÃO,GRANDE,2016-09-25,44
SÃO SEBASTIÃO,GRANDE,2016-10-02,1
SÃO SEBASTIÃO,GRANDE,2016-10-09,2
SÃO SEBASTIÃO,GRANDE,2016-10-16,10
SÃO SEBASTIÃO,GRANDE,2016-10-23,164
SÃO SEBASTIÃO,GRANDE,2016-10-30,9
SÃO SEBASTIÃO,GRANDE,2016-11-06,1
SÃO SEBASTIÃO,GRANDE,2016-11-13,152
SÃO SEBASTIÃO,GRANDE,2016-11-20,7
SÃO SEBASTIÃO,GRANDE,2016-11-27,46
SÃO SEBASTIÃO,GRANDE,2016-12-04,3
SÃO SEBASTIÃO,GRANDE,2016-12-11,16
SÃO SEBASTIÃO,GRANDE,2016-12-18,8
SÃO SEBASTIÃO,GRANDE,2016-12-25,2
SÃO SEBASTIÃO,BAREQUEÇABA,2016-01-03,3
SÃO SEBASTIÃO,BAREQUEÇABA,2016-01-10,17
SÃO SEBASTIÃO,BAREQUEÇABA,2016-01-17,14
SÃO SEBASTIÃO,BAREQUEÇABA,2016-01-24,3
SÃO SEBASTIÃO,BAREQUEÇABA,2016-01-31,1
SÃO SEBASTIÃO,BAREQUEÇABA,2016-02-07,37
SÃO SEBASTIÃO,BAREQUEÇABA,2016-02-14,1
SÃO SEBASTIÃO,BAREQUEÇABA,2016-02-21,12
SÃO SEBASTIÃO,BAREQUEÇABA,2016-02-28,3
SÃO SEBASTIÃO,BAREQUEÇABA,2016-03-06,1
SÃO SEBASTIÃO,BAREQUEÇABA,2016-03-13,4
SÃO SEBASTIÃO,BAREQUEÇABA,2016-03-20,1
SÃO SEBASTIÃO,BAREQUEÇABA,2016-03-27,8
SÃO SEBASTIÃO,BAREQUEÇABA,2016-04-03,1
SÃO SEBASTIÃO,BAREQUEÇABA,2016-04-10,1
SÃO SEBASTIÃO,BAREQUEÇABA,2016-04-17,1
SÃO SEBASTIÃO,BAREQUEÇABA,2016-04-24,3
SÃO SEBASTIÃO,BAREQUEÇABA,2016-05-01,27
SÃO SEBASTIÃO,BAREQUEÇABA,2016-05-08,7
SÃO SEBASTIÃO,BAREQUEÇABA,2016-05-15,2
SÃO SEBASTIÃO,BAREQUEÇABA,2016-05-22,10
SÃO SEBASTIÃO,BAREQUEÇABA,2016-05-29,3
SÃO SEBASTIÃO,BAREQUEÇABA,2016-06-05,71
SÃO SEBASTIÃO,BAREQUEÇABA,2016-06-12,16
SÃO SEBASTIÃO,BAREQUEÇABA,2016-06-19,1
SÃO SEBASTIÃO,BAREQUEÇABA,2016-06-26,1
SÃO SEBASTIÃO,BAREQUEÇABA,2016-07-03,11
SÃO SEBASTIÃO,BAREQUEÇABA,2016-07-10,1
SÃO SEBASTIÃO,BAREQUEÇABA,2016-07-17,77
SÃO SEBASTIÃO,BAREQUEÇABA,2016-07-24,12
SÃO SEBASTIÃO,BAREQUEÇABA,2016-07-31,1
SÃO SEBASTIÃO,BAREQUEÇABA,2016-08-07,1
SÃO SEBASTIÃO,BAREQUEÇABA,2016-08-14,1
SÃO SEBASTIÃO,BAREQUEÇABA,2016-08-21,720
SÃO SEBASTIÃO,BAREQUEÇABA,2016-08-28,4
SÃO SEBASTIÃO,BAREQUEÇABA,2016-09-04,3
SÃO SEBASTIÃO,BAREQUEÇABA,2016-09-11,1
SÃO SEBASTIÃO,BAREQUEÇABA,2016-09-18,15
SÃO SEBASTIÃO,BAREQUEÇABA,2016-09-25,57
SÃO SEBASTIÃO,BAREQUEÇABA,2016-10-02,1
SÃO SEBASTIÃO,BAREQUEÇABA,2016-10-09,1
SÃO SEBASTIÃO,BAREQUEÇABA,2016-10-16,7
SÃO SEBASTIÃO,BAREQUEÇABA,2016-10-23,1
SÃO SEBASTIÃO,BAREQUEÇABA,2016-10-30,22
SÃO SEBASTIÃO,BAREQUEÇABA,2016-11-06,2
SÃO SEBASTIÃO,BAREQUEÇABA,2016-11-13,180
SÃO SEBASTIÃO,BAREQUEÇABA,2016-11-20,5
SÃO SEBASTIÃO,BAREQUEÇABA,2016-11-27,4
SÃO SEBASTIÃO,BAREQUEÇABA,2016-12-04,31
SÃO SEBASTIÃO,BAREQUEÇABA,2016-12-11,7
SÃO SEBASTIÃO,BAREQUEÇABA,2016-12-18,1
SÃO SEBASTIÃO,BAREQUEÇABA,2016-12-25,37
SÃO SEBASTIÃO,GUAECÁ,2016-01-03,1
SÃO SEBASTIÃO,GUAECÁ,2016-01-10,3
SÃO SEBASTIÃO,GUAECÁ,2016-01-17,5
SÃO SEBASTIÃO,GUAECÁ,2016-01-24,1
SÃO SEBASTIÃO,GUAECÁ,2016-01-31,4
SÃO SEBASTIÃO,GUAECÁ,2016-02-07,19
SÃO SEBASTIÃO,GUAECÁ,2016-02-14,1
SÃO SEBASTIÃO,GUAECÁ,2016-02-21,5
SÃO SEBASTIÃO,GUAECÁ,2016-02-28,2
SÃO SEBASTIÃO,GUAECÁ,2016-03-06,3
SÃO SEBASTIÃO,GUAECÁ,2016-03-13,4
SÃO SEBASTIÃO,GUAECÁ,2016-03-20,3
SÃO SEBASTIÃO,GUAECÁ,2016-03-27,7
SÃO SEBASTIÃO,GUAECÁ,2016-04-03,1
SÃO SEBASTIÃO,GUAECÁ,2016-04-10,1
SÃO SEBASTIÃO,GUAECÁ,2016-04-17,1
SÃO SEBASTIÃO,GUAECÁ,2016-04-24,1
SÃO SEBASTIÃO,GUAECÁ,2016-05-01,34
SÃO SEBASTIÃO,GUAECÁ,2016-05-08,3
SÃO SEBASTIÃO,GUAECÁ,2016-05-15,1
SÃO SEBASTIÃO,GUAECÁ,2016-05-22,3
SÃO SEBASTIÃO,GUAECÁ,2016-05-29,1
SÃO SEBASTIÃO,GUAECÁ,2016-06-05,9
SÃO SEBASTIÃO,GUAECÁ,2016-06-12,20
SÃO SEBASTIÃO,GUAECÁ,2016-06-19,1
SÃO SEBASTIÃO,GUAECÁ,2016-06-26,2
SÃO SEBASTIÃO,GUAECÁ,2016-07-03,1
SÃO SEBASTIÃO,GUAECÁ,2016-07-10,3
SÃO SEBASTIÃO,GUAECÁ,2016-07-17,10
SÃO SEBASTIÃO,GUAECÁ,2016-07-24,1
SÃO SEBASTIÃO,GUAECÁ,2016-07-31,1
SÃO SEBASTIÃO,GUAECÁ,2016-08-07,1
SÃO SEBASTIÃO,GUAECÁ,2016-08-14,1
SÃO SEBASTIÃO,GUAECÁ,2016-08-21,7
SÃO SEBASTIÃO,GUAECÁ,2016-08-28,1
SÃO SEBASTIÃO,GUAECÁ,2016-09-04,6
SÃO SEBASTIÃO,GUAECÁ,2016-09-11,4
SÃO SEBASTIÃO,GUAECÁ,2016-09-18,3
SÃO SEBASTIÃO,GUAECÁ,2016-09-25,13
SÃO SEBASTIÃO,GUAECÁ,2016-10-02,1
SÃO SEBASTIÃO,GUAECÁ,2016-10-09,1
SÃO SEBASTIÃO,GUAECÁ,2016-10-16,1
SÃO SEBASTIÃO,GUAECÁ,2016-10-23,1
SÃO SEBASTIÃO,GUAECÁ,2016-10-30,1
SÃO SEBASTIÃO,GUAECÁ,2016-11-06,1
SÃO SEBASTIÃO,GUAECÁ,2016-11-13,60
SÃO SEBASTIÃO,GUAECÁ,2016-11-20,15
SÃO SEBASTIÃO,GUAECÁ,2016-11-27,1
SÃO SEBASTIÃO,GUAECÁ,2016-12-04,1
SÃO SEBASTIÃO,GUAECÁ,2016-12-11,1
SÃO SEBASTIÃO,GUAECÁ,2016-12-18,9
SÃO SEBASTIÃO,GUAECÁ,2016-12-25,3
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2016-01-03,1
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2016-01-10,15
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2016-01-17,3
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2016-01-24,6
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2016-01-31,1
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2016-02-07,31
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2016-02-14,1
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2016-02-21,4
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2016-02-28,5
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2016-03-06,1
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2016-03-13,3
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2016-03-20,3
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2016-03-27,6
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2016-04-03,1
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2016-04-10,3
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2016-04-17,1
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2016-04-24,7
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2016-05-01,38
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2016-05-08,1
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2016-05-15,1
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2016-05-22,2
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2016-05-29,1
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2016-06-05,36
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2016-06-12,12
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2016-06-19,31
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2016-06-26,5
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2016-07-03,5
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2016-07-10,1
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2016-07-17,39
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2016-07-24,14
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2016-07-31,3
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2016-08-07,2
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2016-08-14,2
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2016-08-21,36
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2016-08-28,5
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2016-09-04,1
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2016-09-11,4
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2016-09-18,16
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2016-09-25,72
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2016-10-02,2
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2016-10-09,4
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2016-10-16,1
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2016-10-23,8
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2016-10-30,8
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2016-11-06,1
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2016-11-13,54
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2016-11-20,9
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2016-11-27,9
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2016-12-04,12
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2016-12-11,5
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2016-12-18,3
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2016-12-25,5
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2016-01-03,29
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2016-01-10,24
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2016-01-17,2
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2016-01-24,54
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2016-01-31,2
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2016-02-07,47
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2016-02-14,4
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2016-02-21,3
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2016-02-28,7
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2016-03-06,10
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2016-03-13,5
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2016-03-20,1
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2016-03-27,3
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2016-04-03,3
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2016-04-10,8
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2016-04-17,3
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2016-04-24,6
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2016-05-01,41
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2016-05-08,15
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2016-05-15,1
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2016-05-22,3
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2016-05-29,68
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2016-06-05,24
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2016-06-12,22
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2016-06-19,12
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2016-06-26,7
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2016-07-03,4
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2016-07-10,2
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2016-07-17,27
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2016-07-24,81
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2016-07-31,15
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2016-08-07,17
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2016-08-14,7
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2016-08-21,22
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2016-08-28,4
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2016-09-04,1
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2016-09-11,1
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2016-09-18,3
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2016-09-25,34
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2016-10-02,1
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2016-10-09,1
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2016-10-16,2
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2016-10-23,37
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2016-10-30,7
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2016-11-06,15
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2016-11-13,37
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2016-11-20,11
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2016-11-27,11
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2016-12-04,70
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2016-12-11,14
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2016-12-18,7
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2016-12-25,11
SÃO SEBASTIÃO,SANTIAGO,2016-01-03,27
SÃO SEBASTIÃO,SANTIAGO,2016-01-10,32
SÃO SEBASTIÃO,SANTIAGO,2016-01-17,10
SÃO SEBASTIÃO,SANTIAGO,2016-01-24,3
SÃO SEBASTIÃO,SANTIAGO,2016-01-31,5
SÃO SEBASTIÃO,SANTIAGO,2016-02-07,20
SÃO SEBASTIÃO,SANTIAGO,2016-02-14,1
SÃO SEBASTIÃO,SANTIAGO,2016-02-21,2
SÃO SEBASTIÃO,SANTIAGO,2016-02-28,5
SÃO SEBASTIÃO,SANTIAGO,2016-03-06,1
SÃO SEBASTIÃO,SANTIAGO,2016-03-13,1
SÃO SEBASTIÃO,SANTIAGO,2016-03-20,9
SÃO SEBASTIÃO,SANTIAGO,2016-03-27,1
SÃO SEBASTIÃO,SANTIAGO,2016-04-03,2
SÃO SEBASTIÃO,SANTIAGO,2016-04-10,7
SÃO SEBASTIÃO,SANTIAGO,2016-04-17,1
SÃO SEBASTIÃO,SANTIAGO,2016-04-24,5
SÃO SEBASTIÃO,SANTIAGO,2016-05-01,18
SÃO SEBASTIÃO,SANTIAGO,2016-05-08,2
SÃO SEBASTIÃO,SANTIAGO,2016-05-15,1
SÃO SEBASTIÃO,SANTIAGO,2016-05-22,8
SÃO SEBASTIÃO,SANTIAGO,2016-05-29,1
SÃO SEBASTIÃO,SANTIAGO,2016-06-05,7
SÃO SEBASTIÃO,SANTIAGO,2016-06-12,1
SÃO SEBASTIÃO,SANTIAGO,2016-06-19,4
SÃO SEBASTIÃO,SANTIAGO,2016-06-26,1
SÃO SEBASTIÃO,SANTIAGO,2016-07-03,1
SÃO SEBASTIÃO,SANTIAGO,2016-07-10,2
SÃO SEBASTIÃO,SANTIAGO,2016-07-17,38
SÃO SEBASTIÃO,SANTIAGO,2016-07-24,20
SÃO SEBASTIÃO,SANTIAGO,2016-07-31,2
SÃO SEBASTIÃO,SANTIAGO,2016-08-07,6
SÃO SEBASTIÃO,SANTIAGO,2016-08-14,3
SÃO SEBASTIÃO,SANTIAGO,2016-08-21,11
SÃO SEBASTIÃO,SANTIAGO,2016-08-28,1
SÃO SEBASTIÃO,SANTIAGO,2016-09-04,1
SÃO SEBASTIÃO,SANTIAGO,2016-09-11,1
SÃO SEBASTIÃO,SANTIAGO,2016-09-18,18
SÃO SEBASTIÃO,SANTIAGO,2016-09-25,61
SÃO SEBASTIÃO,SANTIAGO,2016-10-02,1
SÃO SEBASTIÃO,SANTIAGO,2016-10-09,14
SÃO SEBASTIÃO,SANTIAGO,2016-10-16,2
SÃO SEBASTIÃO,SANTIAGO,2016-10-23,1
SÃO SEBASTIÃO,SANTIAGO,2016-10-30,1
SÃO SEBASTIÃO,SANTIAGO,2016-11-06,2
SÃO SEBASTIÃO,SANTIAGO,2016-11-13,66
SÃO SEBASTIÃO,SANTIAGO,2016-11-20,1
SÃO SEBASTIÃO,SANTIAGO,2016-11-27,2
SÃO SEBASTIÃO,SANTIAGO,2016-12-04,14
SÃO SEBASTIÃO,SANTIAGO,2016-12-11,4
SÃO SEBASTIÃO,SANTIAGO,2016-12-18,3
SÃO SEBASTIÃO,SANTIAGO,2016-12-25,1
SÃO SEBASTIÃO,PAÚBA,2016-01-03,2
SÃO SEBASTIÃO,PAÚBA,2016-01-10,4
SÃO SEBASTIÃO,PAÚBA,2016-01-17,18
SÃO SEBASTIÃO,PAÚBA,2016-01-24,5
SÃO SEBASTIÃO,PAÚBA,2016-01-31,7
SÃO SEBASTIÃO,PAÚBA,2016-02-07,36
SÃO SEBASTIÃO,PAÚBA,2016-02-14,3
SÃO SEBASTIÃO,PAÚBA,2016-02-21,10
