City,Beach,Date,Enterococcus
UBATUBA,ITAGUÁ (No 230 DA AV. LEOVEGILDO),2014-03-30,32
UBATUBA,ITAGUÁ (No 230 DA AV. LEOVEGILDO),2014-04-06,4
UBATUBA,ITAGUÁ (No 230 DA AV. LEOVEGILDO),2014-04-13,12
UBATUBA,ITAGUÁ (No 230 DA AV. LEOVEGILDO),2014-04-20,49
UBATUBA,ITAGUÁ (No 230 DA AV. LEOVEGILDO),2014-04-27,31
UBATUBA,ITAGUÁ (No 230 DA AV. LEOVEGILDO),2014-05-04,7
UBATUBA,ITAGUÁ (No 230 DA AV. LEOVEGILDO),2014-05-11,204
UBATUBA,ITAGUÁ (No 230 DA AV. LEOVEGILDO),2014-05-18,2
UBATUBA,ITAGUÁ (No 230 DA AV. LEOVEGILDO),2014-05-25,41
UBATUBA,ITAGUÁ (No 230 DA AV. LEOVEGILDO),2014-06-01,57
UBATUBA,ITAGUÁ (No 230 DA AV. LEOVEGILDO),2014-06-08,12
UBATUBA,ITAGUÁ (No 230 DA AV. LEOVEGILDO),2014-06-15,20
UBATUBA,ITAGUÁ (No 230 DA AV. LEOVEGILDO),2014-06-22,7
UBATUBA,ITAGUÁ (No 230 DA AV. LEOVEGILDO),2014-06-29,15
UBATUBA,ITAGUÁ (No 230 DA AV. LEOVEGILDO),2014-07-06,2
UBATUBA,ITAGUÁ (No 230 DA AV. LEOVEGILDO),2014-07-13,38
UBATUBA,ITAGUÁ (No 230 DA AV. LEOVEGILDO),2014-07-20,4
UBATUBA,ITAGUÁ (No 230 DA AV. LEOVEGILDO),2014-07-27,16
UBATUBA,ITAGUÁ (No 230 DA AV. LEOVEGILDO),2014-08-03,44
UBATUBA,ITAGUÁ (No 230 DA AV. LEOVEGILDO),2014-08-10,56
UBATUBA,ITAGUÁ (No 230 DA AV. LEOVEGILDO),2014-08-17,53
UBATUBA,ITAGUÁ (No 230 DA AV. LEOVEGILDO),2014-08-24,18
UBATUBA,ITAGUÁ (No 230 DA AV. LEOVEGILDO),2014-08-31,12
UBATUBA,ITAGUÁ (No 230 DA AV. LEOVEGILDO),2014-09-04,17
UBATUBA,ITAGUÁ (No 230 DA AV. LEOVEGILDO),2014-09-14,41
UBATUBA,ITAGUÁ (No 230 DA AV. LEOVEGILDO),2014-09-21,272
UBATUBA,ITAGUÁ (No 230 DA AV. LEOVEGILDO),2014-09-28,10
UBATUBA,ITAGUÁ (No 230 DA AV. LEOVEGILDO),2014-10-05,3
UBATUBA,ITAGUÁ (No 230 DA AV. LEOVEGILDO),2014-10-12,8
UBATUBA,ITAGUÁ (No 230 DA AV. LEOVEGILDO),2014-10-19,1
UBATUBA,ITAGUÁ (No 230 DA AV. LEOVEGILDO),2014-10-26,9
UBATUBA,ITAGUÁ (No 230 DA AV. LEOVEGILDO),2014-11-02,1
UBATUBA,ITAGUÁ (No 230 DA AV. LEOVEGILDO),2014-11-09,7
UBATUBA,ITAGUÁ (No 230 DA AV. LEOVEGILDO),2014-11-16,36
UBATUBA,ITAGUÁ (No 230 DA AV. LEOVEGILDO),2014-11-23,16
UBATUBA,ITAGUÁ (No 230 DA AV. LEOVEGILDO),2014-11-30,9
UBATUBA,ITAGUÁ (No 230 DA AV. LEOVEGILDO),2014-12-07,10
UBATUBA,ITAGUA (No1724 DA AV. LEOVEGILDO),2014-01-05,920
UBATUBA,ITAGUA (No1724 DA AV. LEOVEGILDO),2014-01-12,12
UBATUBA,ITAGUA (No1724 DA AV. LEOVEGILDO),2014-01-19,820
UBATUBA,ITAGUA (No1724 DA AV. LEOVEGILDO),2014-01-26,5
UBATUBA,ITAGUA (No1724 DA AV. LEOVEGILDO),2014-02-02,12
UBATUBA,ITAGUA (No1724 DA AV. LEOVEGILDO),2014-02-09,76
UBATUBA,ITAGUA (No1724 DA AV. LEOVEGILDO),2014-02-16,1480
UBATUBA,ITAGUA (No1724 DA AV. LEOVEGILDO),2014-02-23,88
UBATUBA,ITAGUA (No1724 DA AV. LEOVEGILDO),2014-03-02,188
UBATUBA,ITAGUA (No1724 DA AV. LEOVEGILDO),2014-03-09,204
UBATUBA,ITAGUA (No1724 DA AV. LEOVEGILDO),2014-03-16,16
UBATUBA,ITAGUA (No1724 DA AV. LEOVEGILDO),2014-03-23,620
UBATUBA,ITAGUA (No1724 DA AV. LEOVEGILDO),2014-03-30,21
UBATUBA,ITAGUA (No1724 DA AV. LEOVEGILDO),2014-04-06,12
UBATUBA,ITAGUA (No1724 DA AV. LEOVEGILDO),2014-04-13,25
UBATUBA,ITAGUA (No1724 DA AV. LEOVEGILDO),2014-04-20,112
UBATUBA,ITAGUA (No1724 DA AV. LEOVEGILDO),2014-04-27,40
UBATUBA,ITAGUA (No1724 DA AV. LEOVEGILDO),2014-05-04,56
UBATUBA,ITAGUA (No1724 DA AV. LEOVEGILDO),2014-05-11,236
UBATUBA,ITAGUA (No1724 DA AV. LEOVEGILDO),2014-05-18,88
UBATUBA,ITAGUA (No1724 DA AV. LEOVEGILDO),2014-05-25,244
UBATUBA,ITAGUA (No1724 DA AV. LEOVEGILDO),2014-06-01,61
UBATUBA,ITAGUA (No1724 DA AV. LEOVEGILDO),2014-06-08,18
UBATUBA,ITAGUA (No1724 DA AV. LEOVEGILDO),2014-06-15,12
UBATUBA,ITAGUA (No1724 DA AV. LEOVEGILDO),2014-06-22,63
UBATUBA,ITAGUA (No1724 DA AV. LEOVEGILDO),2014-06-29,38
UBATUBA,ITAGUA (No1724 DA AV. LEOVEGILDO),2014-07-06,7
UBATUBA,ITAGUA (No1724 DA AV. LEOVEGILDO),2014-07-13,128
UBATUBA,ITAGUA (No1724 DA AV. LEOVEGILDO),2014-07-20,26
UBATUBA,ITAGUA (No1724 DA AV. LEOVEGILDO),2014-07-27,880
UBATUBA,ITAGUA (No1724 DA AV. LEOVEGILDO),2014-08-03,51
UBATUBA,ITAGUA (No1724 DA AV. LEOVEGILDO),2014-08-10,224
UBATUBA,ITAGUA (No1724 DA AV. LEOVEGILDO),2014-08-17,63
UBATUBA,ITAGUA (No1724 DA AV. LEOVEGILDO),2014-08-24,27
UBATUBA,ITAGUA (No1724 DA AV. LEOVEGILDO),2014-08-31,50
UBATUBA,ITAGUA (No1724 DA AV. LEOVEGILDO),2014-09-04,38
UBATUBA,ITAGUA (No1724 DA AV. LEOVEGILDO),2014-09-14,7
UBATUBA,ITAGUA (No1724 DA AV. LEOVEGILDO),2014-09-21,420
UBATUBA,ITAGUA (No1724 DA AV. LEOVEGILDO),2014-09-28,18
UBATUBA,ITAGUA (No1724 DA AV. LEOVEGILDO),2014-10-05,31
UBATUBA,ITAGUA (No1724 DA AV. LEOVEGILDO),2014-10-12,13
UBATUBA,ITAGUA (No1724 DA AV. LEOVEGILDO),2014-10-19,26
UBATUBA,ITAGUA (No1724 DA AV. LEOVEGILDO),2014-10-26,15
UBATUBA,ITAGUA (No1724 DA AV. LEOVEGILDO),2014-11-02,21
UBATUBA,ITAGUA (No1724 DA AV. LEOVEGILDO),2014-11-09,420
UBATUBA,ITAGUA (No1724 DA AV. LEOVEGILDO),2014-11-16,17
UBATUBA,ITAGUA (No1724 DA AV. LEOVEGILDO),2014-11-23,57
UBATUBA,ITAGUA (No1724 DA AV. LEOVEGILDO),2014-11-30,11
UBATUBA,ITAGUA (No1724 DA AV. LEOVEGILDO),2014-12-07,16
UBATUBA,TENÓRIO,2014-01-05,18
UBATUBA,TENÓRIO,2014-01-12,8
UBATUBA,TENÓRIO,2014-01-19,31
UBATUBA,TENÓRIO,2014-01-26,6
UBATUBA,TENÓRIO,2014-02-02,10
UBATUBA,TENÓRIO,2014-02-09,2
UBATUBA,TENÓRIO,2014-02-16,32
UBATUBA,TENÓRIO,2014-02-23,6
UBATUBA,TENÓRIO,2014-03-02,7
UBATUBA,TENÓRIO,2014-03-09,44
UBATUBA,TENÓRIO,2014-03-16,12
UBATUBA,TENÓRIO,2014-03-23,25
UBATUBA,TENÓRIO,2014-03-30,3
UBATUBA,TENÓRIO,2014-04-06,5
UBATUBA,TENÓRIO,2014-04-13,1
UBATUBA,TENÓRIO,2014-04-20,43
UBATUBA,TENÓRIO,2014-04-27,2
UBATUBA,TENÓRIO,2014-05-04,1
UBATUBA,TENÓRIO,2014-05-11,8
UBATUBA,TENÓRIO,2014-05-18,120
UBATUBA,TENÓRIO,2014-05-25,3
UBATUBA,TENÓRIO,2014-06-01,1
UBATUBA,TENÓRIO,2014-06-08,1
UBATUBA,TENÓRIO,2014-06-15,1
UBATUBA,TENÓRIO,2014-06-22,3
UBATUBA,TENÓRIO,2014-06-29,3
UBATUBA,TENÓRIO,2014-07-06,3
UBATUBA,TENÓRIO,2014-07-13,4
UBATUBA,TENÓRIO,2014-07-20,8
UBATUBA,TENÓRIO,2014-07-27,3
UBATUBA,TENÓRIO,2014-08-03,1
UBATUBA,TENÓRIO,2014-08-10,6
UBATUBA,TENÓRIO,2014-08-17,1
UBATUBA,TENÓRIO,2014-08-24,1
UBATUBA,TENÓRIO,2014-08-31,2
UBATUBA,TENÓRIO,2014-09-04,4
UBATUBA,TENÓRIO,2014-09-14,9
UBATUBA,TENÓRIO,2014-09-21,4
UBATUBA,TENÓRIO,2014-09-28,1
UBATUBA,TENÓRIO,2014-10-05,1
UBATUBA,TENÓRIO,2014-10-12,2
UBATUBA,TENÓRIO,2014-10-19,8
UBATUBA,TENÓRIO,2014-10-26,1
UBATUBA,TENÓRIO,2014-11-02,7
UBATUBA,TENÓRIO,2014-11-09,3
UBATUBA,TENÓRIO,2014-11-16,3
UBATUBA,TENÓRIO,2014-11-23,13
UBATUBA,TENÓRIO,2014-11-30,1
UBATUBA,TENÓRIO,2014-12-07,6
UBATUBA,VERMELHA,2014-01-05,1
UBATUBA,VERMELHA,2014-01-12,1
UBATUBA,VERMELHA,2014-01-19,3
UBATUBA,VERMELHA,2014-01-26,2
UBATUBA,VERMELHA,2014-02-02,1
UBATUBA,VERMELHA,2014-02-09,1
UBATUBA,VERMELHA,2014-02-16,38
UBATUBA,VERMELHA,2014-02-23,1
UBATUBA,VERMELHA,2014-03-02,1
UBATUBA,VERMELHA,2014-03-09,20
UBATUBA,VERMELHA,2014-03-16,9
UBATUBA,VERMELHA,2014-03-23,228
UBATUBA,VERMELHA,2014-03-30,1
UBATUBA,VERMELHA,2014-04-06,1
UBATUBA,VERMELHA,2014-04-13,1
UBATUBA,VERMELHA,2014-04-20,4
UBATUBA,VERMELHA,2014-04-27,1
UBATUBA,VERMELHA,2014-05-04,13
UBATUBA,VERMELHA,2014-05-11,12
UBATUBA,VERMELHA,2014-05-18,13
UBATUBA,VERMELHA,2014-05-25,2
UBATUBA,VERMELHA,2014-06-01,1
UBATUBA,VERMELHA,2014-06-08,3
UBATUBA,VERMELHA,2014-06-15,3
UBATUBA,VERMELHA,2014-06-22,1
UBATUBA,VERMELHA,2014-06-29,1
UBATUBA,VERMELHA,2014-07-06,1
UBATUBA,VERMELHA,2014-07-13,1
UBATUBA,VERMELHA,2014-07-20,1
UBATUBA,VERMELHA,2014-07-27,21
UBATUBA,VERMELHA,2014-08-03,4
UBATUBA,VERMELHA,2014-08-10,1
UBATUBA,VERMELHA,2014-08-17,1
UBATUBA,VERMELHA,2014-08-24,33
UBATUBA,VERMELHA,2014-08-31,1
UBATUBA,VERMELHA,2014-09-04,1
UBATUBA,VERMELHA,2014-09-14,3
UBATUBA,VERMELHA,2014-09-21,2
UBATUBA,VERMELHA,2014-09-28,1
UBATUBA,VERMELHA,2014-10-05,2
UBATUBA,VERMELHA,2014-10-12,1
UBATUBA,VERMELHA,2014-10-19,1
UBATUBA,VERMELHA,2014-10-26,1
UBATUBA,VERMELHA,2014-11-02,1
UBATUBA,VERMELHA,2014-11-09,1
UBATUBA,VERMELHA,2014-11-16,1
UBATUBA,VERMELHA,2014-11-23,1
UBATUBA,VERMELHA,2014-11-30,1
UBATUBA,VERMELHA,2014-12-07,1
UBATUBA,GRANDE,2014-01-05,12
UBATUBA,GRANDE,2014-01-12,38
UBATUBA,GRANDE,2014-01-19,12
UBATUBA,GRANDE,2014-01-26,18
UBATUBA,GRANDE,2014-02-02,12
UBATUBA,GRANDE,2014-02-09,12
UBATUBA,GRANDE,2014-02-16,44
UBATUBA,GRANDE,2014-02-23,12
UBATUBA,GRANDE,2014-03-02,28
UBATUBA,GRANDE,2014-03-09,156
UBATUBA,GRANDE,2014-03-16,15
UBATUBA,GRANDE,2014-03-23,36
UBATUBA,GRANDE,2014-03-30,1
UBATUBA,GRANDE,2014-04-06,9
UBATUBA,GRANDE,2014-04-13,28
UBATUBA,GRANDE,2014-04-20,10
UBATUBA,GRANDE,2014-04-27,6
UBATUBA,GRANDE,2014-05-04,15
UBATUBA,GRANDE,2014-05-11,4
UBATUBA,GRANDE,2014-05-18,3
UBATUBA,GRANDE,2014-05-25,16
UBATUBA,GRANDE,2014-06-01,1
UBATUBA,GRANDE,2014-06-08,2
UBATUBA,GRANDE,2014-06-15,1
UBATUBA,GRANDE,2014-06-22,3
UBATUBA,GRANDE,2014-06-29,1
UBATUBA,GRANDE,2014-07-06,1
UBATUBA,GRANDE,2014-07-13,1
UBATUBA,GRANDE,2014-07-20,3
UBATUBA,GRANDE,2014-07-27,40
UBATUBA,GRANDE,2014-08-03,3
UBATUBA,GRANDE,2014-08-10,1
UBATUBA,GRANDE,2014-08-17,17
UBATUBA,GRANDE,2014-08-24,3
UBATUBA,GRANDE,2014-08-31,2
UBATUBA,GRANDE,2014-09-04,1
UBATUBA,GRANDE,2014-09-14,30
UBATUBA,GRANDE,2014-09-21,180
UBATUBA,GRANDE,2014-09-28,5
UBATUBA,GRANDE,2014-10-05,3
UBATUBA,GRANDE,2014-10-12,7
UBATUBA,GRANDE,2014-10-19,2
UBATUBA,GRANDE,2014-10-26,12
UBATUBA,GRANDE,2014-11-02,4
UBATUBA,GRANDE,2014-11-09,12
UBATUBA,GRANDE,2014-11-16,1
UBATUBA,GRANDE,2014-11-23,10
UBATUBA,GRANDE,2014-11-30,17
UBATUBA,GRANDE,2014-12-07,20
UBATUBA,TONINHAS,2014-01-05,8
UBATUBA,TONINHAS,2014-01-12,6
UBATUBA,TONINHAS,2014-01-19,18
UBATUBA,TONINHAS,2014-01-26,7
UBATUBA,TONINHAS,2014-02-02,1
UBATUBA,TONINHAS,2014-02-09,5
UBATUBA,TONINHAS,2014-02-16,36
UBATUBA,TONINHAS,2014-02-23,14
UBATUBA,TONINHAS,2014-03-02,6
UBATUBA,TONINHAS,2014-03-09,160
UBATUBA,TONINHAS,2014-03-16,11
UBATUBA,TONINHAS,2014-03-23,216
UBATUBA,TONINHAS,2014-03-30,2
UBATUBA,TONINHAS,2014-04-06,4
UBATUBA,TONINHAS,2014-04-13,4
UBATUBA,TONINHAS,2014-04-20,13
UBATUBA,TONINHAS,2014-04-27,1
UBATUBA,TONINHAS,2014-05-04,1
UBATUBA,TONINHAS,2014-05-11,6
UBATUBA,TONINHAS,2014-05-18,2
UBATUBA,TONINHAS,2014-05-25,5
UBATUBA,TONINHAS,2014-06-01,1
UBATUBA,TONINHAS,2014-06-08,1
UBATUBA,TONINHAS,2014-06-15,1
UBATUBA,TONINHAS,2014-06-22,1
UBATUBA,TONINHAS,2014-06-29,1
UBATUBA,TONINHAS,2014-07-06,1
UBATUBA,TONINHAS,2014-07-13,31
UBATUBA,TONINHAS,2014-07-20,2
UBATUBA,TONINHAS,2014-07-27,63
UBATUBA,TONINHAS,2014-08-03,1
UBATUBA,TONINHAS,2014-08-10,3
UBATUBA,TONINHAS,2014-08-17,2
UBATUBA,TONINHAS,2014-08-24,4
UBATUBA,TONINHAS,2014-08-31,8
UBATUBA,TONINHAS,2014-09-04,1
UBATUBA,TONINHAS,2014-09-14,2
UBATUBA,TONINHAS,2014-09-21,176
UBATUBA,TONINHAS,2014-09-28,1
UBATUBA,TONINHAS,2014-10-05,1
UBATUBA,TONINHAS,2014-10-12,1
UBATUBA,TONINHAS,2014-10-19,1
UBATUBA,TONINHAS,2014-10-26,1
UBATUBA,TONINHAS,2014-11-02,1
UBATUBA,TONINHAS,2014-11-09,4
UBATUBA,TONINHAS,2014-11-16,1
UBATUBA,TONINHAS,2014-11-23,5
UBATUBA,TONINHAS,2014-11-30,1
UBATUBA,TONINHAS,2014-12-07,5
UBATUBA,ENSEADA,2014-01-05,11
UBATUBA,ENSEADA,2014-01-12,12
UBATUBA,ENSEADA,2014-01-19,208
UBATUBA,ENSEADA,2014-01-26,21
UBATUBA,ENSEADA,2014-02-02,7
UBATUBA,ENSEADA,2014-02-09,34
UBATUBA,ENSEADA,2014-02-16,168
UBATUBA,ENSEADA,2014-02-23,20
UBATUBA,ENSEADA,2014-03-02,15
UBATUBA,ENSEADA,2014-03-09,60
UBATUBA,ENSEADA,2014-03-16,61
UBATUBA,ENSEADA,2014-03-23,480
UBATUBA,ENSEADA,2014-03-30,23
UBATUBA,ENSEADA,2014-04-06,4
UBATUBA,ENSEADA,2014-04-13,9
UBATUBA,ENSEADA,2014-04-20,51
UBATUBA,ENSEADA,2014-04-27,3
UBATUBA,ENSEADA,2014-05-04,1
UBATUBA,ENSEADA,2014-05-11,41
UBATUBA,ENSEADA,2014-05-18,7
UBATUBA,ENSEADA,2014-05-25,37
UBATUBA,ENSEADA,2014-06-01,3
UBATUBA,ENSEADA,2014-06-08,18
UBATUBA,ENSEADA,2014-06-15,1
UBATUBA,ENSEADA,2014-06-22,14
UBATUBA,ENSEADA,2014-06-29,2
UBATUBA,ENSEADA,2014-07-06,1
UBATUBA,ENSEADA,2014-07-13,16
UBATUBA,ENSEADA,2014-07-20,5
UBATUBA,ENSEADA,2014-07-27,120
UBATUBA,ENSEADA,2014-08-03,1
UBATUBA,ENSEADA,2014-08-10,35
UBATUBA,ENSEADA,2014-08-17,29
UBATUBA,ENSEADA,2014-08-24,9
UBATUBA,ENSEADA,2014-08-31,18
UBATUBA,ENSEADA,2014-09-04,3
UBATUBA,ENSEADA,2014-09-14,2
UBATUBA,ENSEADA,2014-09-21,420
UBATUBA,ENSEADA,2014-09-28,4
UBATUBA,ENSEADA,2014-10-05,10
UBATUBA,ENSEADA,2014-10-12,15
UBATUBA,ENSEADA,2014-10-19,7
UBATUBA,ENSEADA,2014-10-26,18
UBATUBA,ENSEADA,2014-11-02,63
UBATUBA,ENSEADA,2014-11-09,460
UBATUBA,ENSEADA,2014-11-16,7
UBATUBA,ENSEADA,2014-11-23,9
UBATUBA,ENSEADA,2014-11-30,7
UBATUBA,ENSEADA,2014-12-07,10
UBATUBA,SANTA RITA,2014-01-05,7
UBATUBA,SANTA RITA,2014-01-12,24
UBATUBA,SANTA RITA,2014-01-19,232
UBATUBA,SANTA RITA,2014-01-26,4
UBATUBA,SANTA RITA,2014-02-02,22
UBATUBA,SANTA RITA,2014-02-09,7
UBATUBA,SANTA RITA,2014-02-16,160
UBATUBA,SANTA RITA,2014-02-23,10
UBATUBA,SANTA RITA,2014-03-02,12
UBATUBA,SANTA RITA,2014-03-09,84
UBATUBA,SANTA RITA,2014-03-16,32
UBATUBA,SANTA RITA,2014-03-23,480
UBATUBA,SANTA RITA,2014-03-30,2
UBATUBA,SANTA RITA,2014-04-06,2
UBATUBA,SANTA RITA,2014-04-13,31
UBATUBA,SANTA RITA,2014-04-20,46
UBATUBA,SANTA RITA,2014-04-27,12
UBATUBA,SANTA RITA,2014-05-04,23
UBATUBA,SANTA RITA,2014-05-11,55
UBATUBA,SANTA RITA,2014-05-18,6
UBATUBA,SANTA RITA,2014-05-25,20
UBATUBA,SANTA RITA,2014-06-01,6
UBATUBA,SANTA RITA,2014-06-08,1
UBATUBA,SANTA RITA,2014-06-15,4
UBATUBA,SANTA RITA,2014-06-22,18
UBATUBA,SANTA RITA,2014-06-29,8
UBATUBA,SANTA RITA,2014-07-06,2
UBATUBA,SANTA RITA,2014-07-13,8
UBATUBA,SANTA RITA,2014-07-20,4
UBATUBA,SANTA RITA,2014-07-27,140
UBATUBA,SANTA RITA,2014-08-03,1
UBATUBA,SANTA RITA,2014-08-10,44
UBATUBA,SANTA RITA,2014-08-17,55
UBATUBA,SANTA RITA,2014-08-24,6
UBATUBA,SANTA RITA,2014-08-31,10
UBATUBA,SANTA RITA,2014-09-04,1
UBATUBA,SANTA RITA,2014-09-14,1
UBATUBA,SANTA RITA,2014-09-21,20
UBATUBA,SANTA RITA,2014-09-28,3
UBATUBA,SANTA RITA,2014-10-05,6
UBATUBA,SANTA RITA,2014-10-12,2
UBATUBA,SANTA RITA,2014-10-19,3
UBATUBA,SANTA RITA,2014-10-26,7
UBATUBA,SANTA RITA,2014-11-02,1
UBATUBA,SANTA RITA,2014-11-09,29
UBATUBA,SANTA RITA,2014-11-16,8
UBATUBA,SANTA RITA,2014-11-23,5
UBATUBA,SANTA RITA,2014-11-30,2
UBATUBA,SANTA RITA,2014-12-07,4
UBATUBA,PEREQUÊ-MIRIM,2014-01-05,46
UBATUBA,PEREQUÊ-MIRIM,2014-01-12,140
UBATUBA,PEREQUÊ-MIRIM,2014-01-19,440
UBATUBA,PEREQUÊ-MIRIM,2014-01-26,58
UBATUBA,PEREQUÊ-MIRIM,2014-02-02,53
UBATUBA,PEREQUÊ-MIRIM,2014-02-09,52
UBATUBA,PEREQUÊ-MIRIM,2014-02-16,176
UBATUBA,PEREQUÊ-MIRIM,2014-02-23,112
UBATUBA,PEREQUÊ-MIRIM,2014-03-02,58
UBATUBA,PEREQUÊ-MIRIM,2014-03-09,220
UBATUBA,PEREQUÊ-MIRIM,2014-03-16,88
UBATUBA,PEREQUÊ-MIRIM,2014-03-23,660
UBATUBA,PEREQUÊ-MIRIM,2014-03-30,27
UBATUBA,PEREQUÊ-MIRIM,2014-04-06,51
UBATUBA,PEREQUÊ-MIRIM,2014-04-13,59
UBATUBA,PEREQUÊ-MIRIM,2014-04-20,140
UBATUBA,PEREQUÊ-MIRIM,2014-04-27,63
UBATUBA,PEREQUÊ-MIRIM,2014-05-04,29
UBATUBA,PEREQUÊ-MIRIM,2014-05-11,420
UBATUBA,PEREQUÊ-MIRIM,2014-05-18,228
UBATUBA,PEREQUÊ-MIRIM,2014-05-25,184
UBATUBA,PEREQUÊ-MIRIM,2014-06-01,1
UBATUBA,PEREQUÊ-MIRIM,2014-06-08,7
UBATUBA,PEREQUÊ-MIRIM,2014-06-15,48
UBATUBA,PEREQUÊ-MIRIM,2014-06-22,21
UBATUBA,PEREQUÊ-MIRIM,2014-06-29,43
UBATUBA,PEREQUÊ-MIRIM,2014-07-06,14
UBATUBA,PEREQUÊ-MIRIM,2014-07-13,23
UBATUBA,PEREQUÊ-MIRIM,2014-07-20,13
UBATUBA,PEREQUÊ-MIRIM,2014-07-27,580
UBATUBA,PEREQUÊ-MIRIM,2014-08-03,216
UBATUBA,PEREQUÊ-MIRIM,2014-08-10,46
UBATUBA,PEREQUÊ-MIRIM,2014-08-17,62
UBATUBA,PEREQUÊ-MIRIM,2014-08-24,48
UBATUBA,PEREQUÊ-MIRIM,2014-08-31,44
UBATUBA,PEREQUÊ-MIRIM,2014-09-04,8
UBATUBA,PEREQUÊ-MIRIM,2014-09-14,33
UBATUBA,PEREQUÊ-MIRIM,2014-09-21,640
UBATUBA,PEREQUÊ-MIRIM,2014-09-28,38
UBATUBA,PEREQUÊ-MIRIM,2014-10-05,22
UBATUBA,PEREQUÊ-MIRIM,2014-10-12,46
UBATUBA,PEREQUÊ-MIRIM,2014-10-19,20
UBATUBA,PEREQUÊ-MIRIM,2014-10-26,4
UBATUBA,PEREQUÊ-MIRIM,2014-11-02,10
UBATUBA,PEREQUÊ-MIRIM,2014-11-09,164
UBATUBA,PEREQUÊ-MIRIM,2014-11-16,12
UBATUBA,PEREQUÊ-MIRIM,2014-11-23,49
UBATUBA,PEREQUÊ-MIRIM,2014-11-30,11
UBATUBA,PEREQUÊ-MIRIM,2014-12-07,6
UBATUBA,SUNUNGA,2014-01-05,13
UBATUBA,SUNUNGA,2014-01-12,1
UBATUBA,SUNUNGA,2014-01-19,8
UBATUBA,SUNUNGA,2014-01-26,1
UBATUBA,SUNUNGA,2014-02-02,4
UBATUBA,SUNUNGA,2014-02-09,2
UBATUBA,SUNUNGA,2014-02-16,35
UBATUBA,SUNUNGA,2014-02-23,6
UBATUBA,SUNUNGA,2014-03-02,2
UBATUBA,SUNUNGA,2014-03-09,51
UBATUBA,SUNUNGA,2014-03-16,1
UBATUBA,SUNUNGA,2014-03-23,38
UBATUBA,SUNUNGA,2014-03-30,1
UBATUBA,SUNUNGA,2014-04-06,2
UBATUBA,SUNUNGA,2014-04-13,3
UBATUBA,SUNUNGA,2014-04-20,7
UBATUBA,SUNUNGA,2014-04-27,3
UBATUBA,SUNUNGA,2014-05-04,1
UBATUBA,SUNUNGA,2014-05-11,2
UBATUBA,SUNUNGA,2014-05-18,2
UBATUBA,SUNUNGA,2014-05-25,1
UBATUBA,SUNUNGA,2014-06-01,1
UBATUBA,SUNUNGA,2014-06-08,3
UBATUBA,SUNUNGA,2014-06-15,3
UBATUBA,SUNUNGA,2014-06-22,7
UBATUBA,SUNUNGA,2014-06-29,21
UBATUBA,SUNUNGA,2014-07-06,2
UBATUBA,SUNUNGA,2014-07-13,4
UBATUBA,SUNUNGA,2014-07-20,4
UBATUBA,SUNUNGA,2014-07-27,16
UBATUBA,SUNUNGA,2014-08-03,2
UBATUBA,SUNUNGA,2014-08-10,8
UBATUBA,SUNUNGA,2014-08-17,1
UBATUBA,SUNUNGA,2014-08-24,4
UBATUBA,SUNUNGA,2014-08-31,1
UBATUBA,SUNUNGA,2014-09-04,1
UBATUBA,SUNUNGA,2014-09-14,1
UBATUBA,SUNUNGA,2014-09-21,40
UBATUBA,SUNUNGA,2014-09-28,3
UBATUBA,SUNUNGA,2014-10-05,3
UBATUBA,SUNUNGA,2014-10-12,7
UBATUBA,SUNUNGA,2014-10-19,1
UBATUBA,SUNUNGA,2014-10-26,2
UBATUBA,SUNUNGA,2014-11-02,1
UBATUBA,SUNUNGA,2014-11-09,2
UBATUBA,SUNUNGA,2014-11-16,3
UBATUBA,SUNUNGA,2014-11-23,4
UBATUBA,SUNUNGA,2014-11-30,38
UBATUBA,SUNUNGA,2014-12-07,26
UBATUBA,LÁZARO,2014-01-05,50
UBATUBA,LÁZARO,2014-01-12,27
UBATUBA,LÁZARO,2014-01-19,420
UBATUBA,LÁZARO,2014-01-26,15
UBATUBA,LÁZARO,2014-02-02,8
UBATUBA,LÁZARO,2014-02-09,23
UBATUBA,LÁZARO,2014-02-16,212
UBATUBA,LÁZARO,2014-02-23,38
UBATUBA,LÁZARO,2014-03-02,79
UBATUBA,LÁZARO,2014-03-09,172
UBATUBA,LÁZARO,2014-03-16,28
UBATUBA,LÁZARO,2014-03-23,620
UBATUBA,LÁZARO,2014-03-30,48
UBATUBA,LÁZARO,2014-04-06,5
UBATUBA,LÁZARO,2014-04-13,12
UBATUBA,LÁZARO,2014-04-20,34
UBATUBA,LÁZARO,2014-04-27,38
UBATUBA,LÁZARO,2014-05-04,5
UBATUBA,LÁZARO,2014-05-11,57
UBATUBA,LÁZARO,2014-05-18,3
UBATUBA,LÁZARO,2014-05-25,58
UBATUBA,LÁZARO,2014-06-01,48
UBATUBA,LÁZARO,2014-06-08,21
UBATUBA,LÁZARO,2014-06-15,21
UBATUBA,LÁZARO,2014-06-22,16
UBATUBA,LÁZARO,2014-06-29,11
UBATUBA,LÁZARO,2014-07-06,1
UBATUBA,LÁZARO,2014-07-13,27
UBATUBA,LÁZARO,2014-07-20,31
UBATUBA,LÁZARO,2014-07-27,440
UBATUBA,LÁZARO,2014-08-03,13
UBATUBA,LÁZARO,2014-08-10,39
UBATUBA,LÁZARO,2014-08-17,47
UBATUBA,LÁZARO,2014-08-24,39
